student_id,school,school_setting,school_type,classroom,teaching_method,n_student,gender,lunch,pretest
L1BB3,VVTVA,Urban,Public,7BL,Standard,29.0,Female,Qualifies for reduced/free lunch,45.0
YXBYX,UKPGS,Suburban,Public,08N,Standard,21.0,Male,Does not qualify,79.0
2N2TX,UAGPU,Suburban,Public,62L,Standard,23.0,Female,Does not qualify,68.0
8N6QZ,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,84.0
0WKXC,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Does not qualify,60.0
LAFO1,UKPGS,Suburban,Public,9AW,Standard,25.0,Male,Does not qualify,84.0
WHJQO,QOQTS,Urban,Public,0N7,Experimental,28.0,Male,Does not qualify,44.0
L9I8P,VKWQH,Rural,Public,DFQ,Experimental,19.0,Male,Does not qualify,58.0
04GS3,VKWQH,Rural,Public,IEM,Experimental,22.0,Male,Does not qualify,40.0
DUG1A,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Qualifies for reduced/free lunch,61.0
ULA1C,GOOBU,Urban,Public,PBA,Standard,24.0,Female,Qualifies for reduced/free lunch,38.0
96ZIU,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Qualifies for reduced/free lunch,49.0
FU2Q1,KZKKE,Rural,Public,5JK,Standard,24.0,Male,Qualifies for reduced/free lunch,37.0
X6ZCW,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Female,Qualifies for reduced/free lunch,65.0
DT2DK,UKPGS,Suburban,Public,KXB,Experimental,18.0,Male,Does not qualify,75.0
PYYX9,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Female,Qualifies for reduced/free lunch,61.0
59TVE,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Female,Qualifies for reduced/free lunch,38.0
E0NP5,CUQAM,Urban,Public,BFY,Standard,27.0,Female,Does not qualify,50.0
82W8S,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Does not qualify,54.0
V8FEW,KFZMY,Urban,Non-public,21Q,Standard,25.0,Male,Qualifies for reduced/free lunch,44.0
43TA7,VKWQH,Rural,Public,IEM,Experimental,22.0,Male,Does not qualify,42.0
D7CTP,ZOWMK,Urban,Public,QA2,Standard,30.0,Female,Qualifies for reduced/free lunch,37.0
3IMPL,ZMNYA,Suburban,Public,V77,Experimental,23.0,Female,Does not qualify,79.0
UPBA8,DNQDD,Suburban,Public,2AP,Standard,27.0,Male,Qualifies for reduced/free lunch,54.0
W2GFZ,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,72.0
TJ7G8,GOOBU,Urban,Public,HKF,Standard,28.0,Male,Qualifies for reduced/free lunch,36.0
RDNR9,GOOBU,Urban,Public,W8A,Experimental,26.0,Male,Qualifies for reduced/free lunch,36.0
A90E3,CIMBB,Urban,Non-public,EID,Standard,21.0,Male,Does not qualify,70.0
MWVPD,GOOBU,Urban,Public,U6J,Standard,25.0,Male,Qualifies for reduced/free lunch,38.0
B1OMF,GJJHK,Suburban,Public,ZDT,Standard,27.0,Male,Qualifies for reduced/free lunch,56.0
876R0,GOKXL,Rural,Public,VA6,Standard,19.0,Male,Qualifies for reduced/free lunch,43.0
NWT24,IDGFP,Urban,Non-public,P2A,Experimental,17.0,Male,Does not qualify,80.0
I618Z,OJOBU,Rural,Public,FS3,Standard,19.0,Female,Does not qualify,61.0
POKHM,LAYPA,Rural,Public,J8J,Standard,19.0,Female,Does not qualify,60.0
7YZO8,ANKYI,Urban,Non-public,6OL,Standard,20.0,Female,Does not qualify,66.0
5AT7Y,UKPGS,Suburban,Public,08N,Standard,21.0,Male,Does not qualify,84.0
XLDOH,DNQDD,Suburban,Public,ROP,Experimental,28.0,Female,Qualifies for reduced/free lunch,56.0
YP2OF,GOOBU,Urban,Public,U6J,Standard,25.0,Female,Qualifies for reduced/free lunch,39.0
OXLY0,QOQTS,Urban,Public,3XJ,Standard,24.0,Male,Does not qualify,50.0
RQT3M,OJOBU,Rural,Public,6U9,Standard,22.0,Male,Does not qualify,45.0
3RJO7,CCAAW,Suburban,Non-public,EPS,Experimental,20.0,Female,Does not qualify,67.0
4XEXD,CIMBB,Urban,Non-public,PC6,Standard,17.0,Female,Does not qualify,65.0
O3INT,QOQTS,Urban,Public,RK7,Standard,22.0,Female,Does not qualify,48.0
4SH2S,VVTVA,Urban,Public,YTB,Experimental,30.0,Male,Qualifies for reduced/free lunch,29.0
U10TY,IDGFP,Urban,Non-public,98D,Experimental,21.0,Male,Does not qualify,78.0
QB9ZX,CIMBB,Urban,Non-public,A33,Standard,19.0,Male,Does not qualify,61.0
RLCLQ,CUQAM,Urban,Public,BFY,Standard,27.0,Male,Qualifies for reduced/free lunch,50.0
GVD77,OJOBU,Rural,Public,FS3,Standard,19.0,Male,Does not qualify,58.0
FZ955,GOOBU,Urban,Public,PBA,Standard,24.0,Female,Qualifies for reduced/free lunch,42.0
NT35W,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,42.0
5X4KE,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Qualifies for reduced/free lunch,66.0
QP6GN,CUQAM,Urban,Public,BFY,Standard,27.0,Male,Does not qualify,50.0
556O0,ANKYI,Urban,Non-public,6OL,Standard,20.0,Female,Does not qualify,61.0
5H30M,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,54.0
H4ECV,VKWQH,Rural,Public,D33,Standard,21.0,Male,Does not qualify,65.0
NMN96,UKPGS,Suburban,Public,9AW,Standard,25.0,Female,Does not qualify,87.0
CNEYB,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Qualifies for reduced/free lunch,59.0
D18ZU,DNQDD,Suburban,Public,XXJ,Standard,27.0,Male,Does not qualify,62.0
4O7F9,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Qualifies for reduced/free lunch,43.0
6SPGY,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,73.0
G8OOV,VVTVA,Urban,Public,A93,Experimental,30.0,Male,Qualifies for reduced/free lunch,30.0
D42XF,QOQTS,Urban,Public,SUR,Standard,28.0,Male,Does not qualify,53.0
B5Y1R,GOKXL,Rural,Public,ENO,Experimental,22.0,Male,Does not qualify,55.0
G9G77,LAYPA,Rural,Public,AJ1,Standard,21.0,Male,Does not qualify,62.0
O4GRR,UKPGS,Suburban,Public,XXE,Standard,22.0,Male,Does not qualify,79.0
YUEIH,ZOWMK,Urban,Public,ZBH,Standard,30.0,Male,Qualifies for reduced/free lunch,46.0
IY6DQ,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Female,Does not qualify,72.0
N2HZ8,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Does not qualify,56.0
GPML4,VVTVA,Urban,Public,TB5,Standard,25.0,Male,Qualifies for reduced/free lunch,41.0
EV13K,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Female,Does not qualify,66.0
GRB8C,QOQTS,Urban,Public,0N7,Experimental,28.0,Male,Does not qualify,43.0
0DLKI,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Male,Does not qualify,68.0
CD1MB,CCAAW,Suburban,Non-public,2B1,Experimental,18.0,Male,Qualifies for reduced/free lunch,58.0
Z38SS,ZOWMK,Urban,Public,CII,Standard,27.0,Male,Does not qualify,52.0
B7AE1,ZOWMK,Urban,Public,QA2,Standard,30.0,Male,Qualifies for reduced/free lunch,38.0
BZG06,QOQTS,Urban,Public,3XJ,Standard,24.0,Male,Does not qualify,51.0
I115S,LAYPA,Rural,Public,RA5,Experimental,17.0,Female,Does not qualify,60.0
3IBYC,ZOWMK,Urban,Public,QA2,Standard,30.0,Male,Does not qualify,43.0
Y7CIO,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Does not qualify,54.0
0ZQYJ,ZMNYA,Suburban,Public,4NN,Standard,22.0,Male,Does not qualify,65.0
WLJYG,OJOBU,Rural,Public,5SZ,Experimental,17.0,Male,Does not qualify,62.0
WPYXQ,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Does not qualify,68.0
1Q5IJ,IDGFP,Urban,Non-public,05H,Standard,22.0,Female,Does not qualify,74.0
5Z1Q8,CUQAM,Urban,Public,X6Z,Experimental,24.0,Female,Does not qualify,51.0
L2D86,KFZMY,Urban,Non-public,21Q,Standard,25.0,Female,Qualifies for reduced/free lunch,37.0
8D526,GJJHK,Suburban,Public,YUC,Standard,21.0,Male,Qualifies for reduced/free lunch,49.0
U9QL7,GOOBU,Urban,Public,U6J,Standard,25.0,Male,Qualifies for reduced/free lunch,37.0
PU6GL,ZMNYA,Suburban,Public,4NN,Standard,22.0,Female,Does not qualify,66.0
L9OB0,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,35.0
VWNJ9,DNQDD,Suburban,Public,PW5,Experimental,20.0,Male,Does not qualify,45.0
KEQ3F,GJJHK,Suburban,Public,HCB,Standard,22.0,Female,Qualifies for reduced/free lunch,46.0
Q8JXJ,ZOWMK,Urban,Public,ZBH,Standard,30.0,Female,Qualifies for reduced/free lunch,45.0
CFA02,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Does not qualify,54.0
HHVX3,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Qualifies for reduced/free lunch,40.0
OIM1Z,ZMNYA,Suburban,Public,4NN,Standard,22.0,Female,Does not qualify,66.0
YLFY8,DNQDD,Suburban,Public,ST7,Standard,20.0,Male,Qualifies for reduced/free lunch,59.0
BHSCF,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,39.0
YSEBW,CUQAM,Urban,Public,OMI,Standard,28.0,Male,Does not qualify,58.0
LXZT1,KZKKE,Rural,Public,O6A,Standard,22.0,Female,Qualifies for reduced/free lunch,43.0
X7YLX,DNQDD,Suburban,Public,2AP,Standard,27.0,Female,Qualifies for reduced/free lunch,47.0
XBZ3J,IDGFP,Urban,Non-public,XZM,Standard,17.0,Male,Does not qualify,68.0
73BV7,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,48.0
1KE7L,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,32.0
Y5PIH,VVTVA,Urban,Public,YTB,Experimental,30.0,Male,Qualifies for reduced/free lunch,33.0
KEX5T,ZOWMK,Urban,Public,CII,Standard,27.0,Female,Qualifies for reduced/free lunch,52.0
C4WMS,CIMBB,Urban,Non-public,EID,Standard,21.0,Male,Does not qualify,64.0
7LUSQ,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Male,Qualifies for reduced/free lunch,34.0
YXR0L,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,37.0
CZYTB,VHDHF,Rural,Non-public,KR1,Experimental,15.0,Male,Qualifies for reduced/free lunch,51.0
RL650,LAYPA,Rural,Public,AJ1,Standard,21.0,Female,Does not qualify,59.0
GONLU,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,29.0
DSS9N,QOQTS,Urban,Public,SUR,Standard,28.0,Female,Does not qualify,51.0
OO4QN,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Female,Qualifies for reduced/free lunch,43.0
JM80A,UAGPU,Suburban,Public,NWZ,Standard,21.0,Male,Does not qualify,60.0
EEW82,UAGPU,Suburban,Public,1SZ,Standard,22.0,Female,Does not qualify,59.0
K1FZT,OJOBU,Rural,Public,5SZ,Experimental,17.0,Male,Does not qualify,61.0
XWXL4,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Female,Does not qualify,67.0
MESP7,OJOBU,Rural,Public,6U9,Standard,22.0,Female,Does not qualify,46.0
LJWJ6,QOQTS,Urban,Public,X2O,Experimental,25.0,Male,Does not qualify,67.0
1DSAG,QOQTS,Urban,Public,XZ4,Standard,22.0,Female,Does not qualify,57.0
808RV,KFZMY,Urban,Non-public,21Q,Standard,25.0,Female,Qualifies for reduced/free lunch,43.0
P75GA,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,34.0
NGT5E,VVTVA,Urban,Public,TB5,Standard,25.0,Male,Qualifies for reduced/free lunch,42.0
O9EES,UKPGS,Suburban,Public,IPU,Experimental,19.0,Female,Does not qualify,68.0
2BCEE,CIMBB,Urban,Non-public,EID,Standard,21.0,Female,Does not qualify,72.0
UOZAQ,CIMBB,Urban,Non-public,A33,Standard,19.0,Female,Qualifies for reduced/free lunch,54.0
33Q7N,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,75.0
1DA31,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,37.0
QDWO8,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Female,Does not qualify,60.0
TQ7FO,QOQTS,Urban,Public,XZ4,Standard,22.0,Male,Does not qualify,63.0
UVLBR,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,31.0
H02VP,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,47.0
Y9GZZ,FBUMG,Rural,Non-public,JGD,Experimental,14.0,Female,Does not qualify,65.0
FBVVD,GJJHK,Suburban,Public,NOR,Experimental,27.0,Male,Does not qualify,65.0
O8YKS,GJJHK,Suburban,Public,ZDT,Standard,27.0,Female,Qualifies for reduced/free lunch,54.0
OZ1IC,GOOBU,Urban,Public,PBA,Standard,24.0,Female,Does not qualify,47.0
UQEHO,VHDHF,Rural,Non-public,KR1,Experimental,15.0,Female,Qualifies for reduced/free lunch,53.0
BVRN8,GOKXL,Rural,Public,ENO,Experimental,22.0,Female,Qualifies for reduced/free lunch,52.0
Y2WEZ,KZKKE,Rural,Public,QTU,Standard,23.0,Female,Qualifies for reduced/free lunch,36.0
9GPZN,ZOWMK,Urban,Public,QA2,Standard,30.0,Male,Qualifies for reduced/free lunch,37.0
B9FSU,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Male,Does not qualify,69.0
66F0E,IDGFP,Urban,Non-public,05H,Standard,22.0,Male,Does not qualify,77.0
ZGDQE,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Does not qualify,56.0
BGPAQ,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,46.0
WTGZ3,ZOWMK,Urban,Public,QA2,Standard,30.0,Male,Qualifies for reduced/free lunch,41.0
9Z43Y,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Qualifies for reduced/free lunch,65.0
7X7KI,GJJHK,Suburban,Public,X78,Standard,21.0,Male,Qualifies for reduced/free lunch,53.0
4CE6S,CCAAW,Suburban,Non-public,IQN,Experimental,15.0,Female,Does not qualify,70.0
DAAHG,ZOWMK,Urban,Public,CII,Standard,27.0,Male,Qualifies for reduced/free lunch,46.0
XM0J9,LAYPA,Rural,Public,AJ1,Standard,21.0,Female,Does not qualify,59.0
9D5GC,IDGFP,Urban,Non-public,98D,Experimental,21.0,Male,Does not qualify,78.0
AYQBQ,ZMNYA,Suburban,Public,V77,Experimental,23.0,Male,Does not qualify,73.0
1QW92,KFZMY,Urban,Non-public,1VD,Experimental,27.0,Male,Qualifies for reduced/free lunch,39.0
13G8V,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Female,Does not qualify,72.0
PPWAC,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Does not qualify,56.0
DH29D,CUQAM,Urban,Public,BFY,Standard,27.0,Male,Does not qualify,51.0
0TIVQ,GJJHK,Suburban,Public,YUC,Standard,21.0,Female,Qualifies for reduced/free lunch,47.0
14K8S,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Does not qualify,55.0
G8VM9,CIMBB,Urban,Non-public,PC6,Standard,17.0,Male,Does not qualify,66.0
ZBEKA,VVTVA,Urban,Public,TB5,Standard,25.0,Male,Qualifies for reduced/free lunch,40.0
AFWCA,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Does not qualify,56.0
MTJV5,UKPGS,Suburban,Public,IPU,Experimental,19.0,Male,Does not qualify,79.0
1OGHH,KZKKE,Rural,Public,2BR,Standard,20.0,Male,Qualifies for reduced/free lunch,52.0
UGYBD,UKPGS,Suburban,Public,XXE,Standard,22.0,Male,Does not qualify,80.0
5LFSK,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,30.0
WCK50,ZOWMK,Urban,Public,QA2,Standard,30.0,Female,Qualifies for reduced/free lunch,42.0
7K0K0,VKWQH,Rural,Public,DFQ,Experimental,19.0,Male,Does not qualify,63.0
5SQKW,CCAAW,Suburban,Non-public,UWK,Standard,19.0,Male,Does not qualify,63.0
MKQ5V,ZMNYA,Suburban,Public,V77,Experimental,23.0,Female,Does not qualify,74.0
UYY4U,GOOBU,Urban,Public,W8A,Experimental,26.0,Female,Qualifies for reduced/free lunch,39.0
R4P1G,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,48.0
0I7BC,IDGFP,Urban,Non-public,G2L,Standard,17.0,Male,Does not qualify,78.0
2UYFR,GOKXL,Rural,Public,TSA,Experimental,23.0,Male,Qualifies for reduced/free lunch,54.0
A8OCT,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,49.0
QFID8,DNQDD,Suburban,Public,2AP,Standard,27.0,Male,Does not qualify,55.0
I6HEI,GOOBU,Urban,Public,HKF,Standard,28.0,Female,Qualifies for reduced/free lunch,33.0
39RRR,VKWQH,Rural,Public,GYM,Standard,20.0,Male,Does not qualify,48.0
4YN68,CCAAW,Suburban,Non-public,PGK,Standard,21.0,Female,Qualifies for reduced/free lunch,63.0
I7CCK,GJJHK,Suburban,Public,HCB,Standard,22.0,Female,Qualifies for reduced/free lunch,41.0
GUEXC,DNQDD,Suburban,Public,PW5,Experimental,20.0,Female,Qualifies for reduced/free lunch,42.0
W5NUO,GJJHK,Suburban,Public,ZDT,Standard,27.0,Male,Qualifies for reduced/free lunch,52.0
GXVMO,GOOBU,Urban,Public,CXC,Standard,24.0,Female,Qualifies for reduced/free lunch,33.0
G1R40,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,42.0
MXRZF,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,34.0
CGCGR,KFZMY,Urban,Non-public,21Q,Standard,25.0,Female,Qualifies for reduced/free lunch,42.0
S6982,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Male,Qualifies for reduced/free lunch,37.0
I93O1,OJOBU,Rural,Public,XJ8,Standard,23.0,Female,Qualifies for reduced/free lunch,55.0
RVEQB,DNQDD,Suburban,Public,XXJ,Standard,27.0,Female,Qualifies for reduced/free lunch,60.0
4MEAA,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Qualifies for reduced/free lunch,60.0
P5X30,UAGPU,Suburban,Public,62L,Standard,23.0,Male,Does not qualify,62.0
6AEX4,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Does not qualify,52.0
WB0ZA,KZKKE,Rural,Public,2BR,Standard,20.0,Female,Qualifies for reduced/free lunch,47.0
I0L86,GJJHK,Suburban,Public,NOR,Experimental,27.0,Female,Qualifies for reduced/free lunch,65.0
5QKZ9,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Male,Qualifies for reduced/free lunch,66.0
3BUJG,FBUMG,Rural,Non-public,JGD,Experimental,14.0,Male,Does not qualify,58.0
FTUTG,VKWQH,Rural,Public,D33,Standard,21.0,Male,Does not qualify,60.0
PJHRU,VVTVA,Urban,Public,YTB,Experimental,30.0,Female,Qualifies for reduced/free lunch,30.0
M7JDV,ZMNYA,Suburban,Public,4NN,Standard,22.0,Female,Does not qualify,66.0
RGXS6,UKPGS,Suburban,Public,08N,Standard,21.0,Female,Does not qualify,84.0
XAHWJ,CCAAW,Suburban,Non-public,EPS,Experimental,20.0,Female,Qualifies for reduced/free lunch,63.0
KL3L4,CIMBB,Urban,Non-public,A33,Standard,19.0,Female,Does not qualify,55.0
QYUIJ,GOOBU,Urban,Public,PBA,Standard,24.0,Male,Qualifies for reduced/free lunch,43.0
QRZUK,VVTVA,Urban,Public,7BL,Standard,29.0,Male,Qualifies for reduced/free lunch,41.0
X6H3Z,UUUQX,Suburban,Non-public,6C1,Standard,16.0,Male,Does not qualify,55.0
CPSG8,UKPGS,Suburban,Public,9AW,Standard,25.0,Male,Does not qualify,86.0
QZWJY,VKWQH,Rural,Public,IEM,Experimental,22.0,Female,Does not qualify,39.0
O2CP6,VHDHF,Rural,Non-public,KR1,Experimental,15.0,Male,Qualifies for reduced/free lunch,51.0
3GOXL,ZOWMK,Urban,Public,ZBH,Standard,30.0,Female,Qualifies for reduced/free lunch,42.0
0QJP2,VVTVA,Urban,Public,TB5,Standard,25.0,Female,Qualifies for reduced/free lunch,35.0
YRN9S,FBUMG,Rural,Non-public,5LQ,Experimental,18.0,Male,Does not qualify,68.0
1IEF0,DNQDD,Suburban,Public,PW5,Experimental,20.0,Male,Does not qualify,48.0
JHB0I,UKPGS,Suburban,Public,PGH,Experimental,23.0,Female,Does not qualify,74.0
N1N93,GOOBU,Urban,Public,18K,Standard,31.0,Female,Qualifies for reduced/free lunch,47.0
X94T8,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Does not qualify,60.0
D1CF9,VVTVA,Urban,Public,YTB,Experimental,30.0,Male,Qualifies for reduced/free lunch,30.0
BV3MI,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,45.0
LZDOV,QOQTS,Urban,Public,0N7,Experimental,28.0,Male,Does not qualify,50.0
04TOE,KZKKE,Rural,Public,5JK,Standard,24.0,Female,Qualifies for reduced/free lunch,33.0
DLUWQ,VHDHF,Rural,Non-public,KR1,Experimental,15.0,Male,Qualifies for reduced/free lunch,53.0
0U7J2,UUUQX,Suburban,Non-public,H7S,Experimental,16.0,Male,Does not qualify,72.0
2NV1C,CUQAM,Urban,Public,1Q1,Standard,28.0,Male,Does not qualify,58.0
9N9B1,OJOBU,Rural,Public,5SZ,Experimental,17.0,Female,Qualifies for reduced/free lunch,56.0
JDBQH,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Qualifies for reduced/free lunch,45.0
GXVKS,CIMBB,Urban,Non-public,A33,Standard,19.0,Male,Does not qualify,60.0
MJ0LU,VKWQH,Rural,Public,341,Standard,18.0,Female,Does not qualify,43.0
FUCFP,CCAAW,Suburban,Non-public,UHU,Experimental,16.0,Female,Qualifies for reduced/free lunch,53.0
WY9TV,CIMBB,Urban,Non-public,HUJ,Experimental,17.0,Male,Does not qualify,64.0
MVXQR,UKPGS,Suburban,Public,08N,Standard,21.0,Male,Does not qualify,83.0
4MTC1,GOOBU,Urban,Public,18K,Standard,31.0,Male,Qualifies for reduced/free lunch,48.0
4RLVS,VKWQH,Rural,Public,341,Standard,18.0,Male,Does not qualify,43.0
5CQ0N,DNQDD,Suburban,Public,ROP,Experimental,28.0,Female,Qualifies for reduced/free lunch,61.0
YTS8T,UUUQX,Suburban,Non-public,SSP,Standard,15.0,Male,Does not qualify,64.0
W1EY9,OJOBU,Rural,Public,XJ8,Standard,23.0,Male,Does not qualify,58.0
JLT9W,UKPGS,Suburban,Public,KXB,Experimental,18.0,Male,Does not qualify,71.0
A3RYU,FBUMG,Rural,Non-public,197,Experimental,14.0,Male,Does not qualify,61.0
A4B5Z,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Does not qualify,39.0
CMBNG,ZOWMK,Urban,Public,CII,Standard,27.0,Female,Qualifies for reduced/free lunch,49.0
VDJB4,UKPGS,Suburban,Public,IPU,Experimental,19.0,Female,Does not qualify,75.0
5FVZF,GOOBU,Urban,Public,HKF,Standard,28.0,Male,Qualifies for reduced/free lunch,33.0
GFVOX,KZKKE,Rural,Public,3D0,Standard,22.0,Female,Qualifies for reduced/free lunch,28.0
M8LLN,ZMNYA,Suburban,Public,V77,Experimental,23.0,Female,Does not qualify,73.0
A6LGX,ZMNYA,Suburban,Public,1UU,Experimental,24.0,Male,Does not qualify,62.0
F4UXX,LAYPA,Rural,Public,AJ1,Standard,21.0,Male,Does not qualify,59.0
9LSG0,KZKKE,Rural,Public,2BR,Standard,20.0,Female,Qualifies for reduced/free lunch,45.0
BVV7P,UKPGS,Suburban,Public,08N,Standard,21.0,Male,Does not qualify,76.0
JGBZA,CIMBB,Urban,Non-public,HUJ,Experimental,17.0,Female,Does not qualify,72.0
FTDEU,VKWQH,Rural,Public,D33,Standard,21.0,Male,Qualifies for reduced/free lunch,63.0
ZR1KH,DNQDD,Suburban,Public,PW5,Experimental,20.0,Female,Qualifies for reduced/free lunch,40.0
ZY9X3,VKWQH,Rural,Public,341,Standard,18.0,Female,Does not qualify,47.0
7L0U6,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Male,Does not qualify,68.0
H1U8Q,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,31.0
NU14D,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,31.0
BT2IT,VKWQH,Rural,Public,IEM,Experimental,22.0,Female,Does not qualify,43.0
XALAZ,VKWQH,Rural,Public,GYM,Standard,20.0,Male,Does not qualify,50.0
Z1ZME,LAYPA,Rural,Public,RA5,Experimental,17.0,Female,Does not qualify,67.0
8DR2M,CIMBB,Urban,Non-public,PC6,Standard,17.0,Female,Does not qualify,68.0
TXOOF,ZOWMK,Urban,Public,Q0E,Experimental,30.0,Female,Does not qualify,40.0
UCMFB,CUQAM,Urban,Public,1Q1,Standard,28.0,Female,Qualifies for reduced/free lunch,52.0
8W6N8,CCAAW,Suburban,Non-public,EPS,Experimental,20.0,Female,Does not qualify,64.0
K8AKM,GOOBU,Urban,Public,18K,Standard,31.0,Male,Does not qualify,44.0
56UMG,DNQDD,Suburban,Public,2AP,Standard,27.0,Male,Qualifies for reduced/free lunch,51.0
KG40V,OJOBU,Rural,Public,6U9,Standard,22.0,Female,Does not qualify,53.0
G0DSR,QOQTS,Urban,Public,0N7,Experimental,28.0,Female,Does not qualify,45.0
CF84B,GOOBU,Urban,Public,CXC,Standard,24.0,Male,Qualifies for reduced/free lunch,36.0
QM24G,UUUQX,Suburban,Non-public,P8I,Standard,20.0,Male,Does not qualify,70.0
M14K7,GJJHK,Suburban,Public,YUC,Standard,21.0,Male,Does not qualify,45.0
WZ0HB,KZKKE,Rural,Public,QTU,Standard,23.0,Male,Qualifies for reduced/free lunch,32.0
64P1X,QOQTS,Urban,Public,RK7,Standard,22.0,Male,Does not qualify,53.0
FQE5C,KFZMY,Urban,Non-public,21Q,Standard,25.0,Male,Qualifies for reduced/free lunch,41.0
4GUP5,GJJHK,Suburban,Public,HCB,Standard,22.0,Male,Qualifies for reduced/free lunch,47.0
FFC9M,ANKYI,Urban,Non-public,ZNS,Standard,21.0,Male,Does not qualify,60.0
J65X1,GOOBU,Urban,Public,CXC,Standard,24.0,Male,Qualifies for reduced/free lunch,33.0
A0IVI,OJOBU,Rural,Public,FS3,Standard,19.0,Male,Does not qualify,63.0
W77MX,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Does not qualify,51.0
LNO77,VHDHF,Rural,Non-public,J6X,Standard,16.0,Male,Qualifies for reduced/free lunch,47.0
E2AAO,OJOBU,Rural,Public,6U9,Standard,22.0,Male,Does not qualify,44.0
JX5I4,GOOBU,Urban,Public,CXC,Standard,24.0,Female,Qualifies for reduced/free lunch,33.0
1LC61,VVTVA,Urban,Public,A93,Experimental,30.0,Female,Qualifies for reduced/free lunch,34.0
C8YUM,CUQAM,Urban,Public,X6Z,Experimental,24.0,Male,Qualifies for reduced/free lunch,51.0
